code,product_name,brands,categories,ingredients_text,quantity
4005808669233,Nivea Canlandırıcı Yüz Temizleme Jeli,Nivea,Cleansers,"Aqua, Glycerin, Coco-Glucoside, Coco-Betaine, Alcohol Denat., Xanthan Gum, Aloe Barbadensis Leaf Juice Powder, Sodium Hyaluronate, Dehydroxanthan Gum, Citric Acid, Sodium Chloride, PEG-7 Glyceryl Cocoate, Sodium Sulfate, Sodium Benzoate, Parfum, CI 42090",150 ml
5901887056225,Ziaja C Vitamini B3 Niacinamide Yüz Temizleme Jeli,Ziaja,Cleansers,"Aqua, Cocamidopropyl Betaine, Sodium Lauroyl Sarcosinate, Coco-Glucoside, Glycerin, Undecylenamidopropyl Betaine, Hydrolyzed Rice Protein, Inulin, Fructose, Niacinamide, Calcium Pantothenate, Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Pyridoxine HCl, Maltodextrin, Sodium Starch Octenylsuccinate, Silica, Camellia Japonica Seed Oil, C12-13 Alkyl Lactate, PEG-120 Methyl Glucose Dioleate, Sodium Benzoate, Parfum, Linalool, Geraniol, Citric Acid",190 ml
3600524165161,L'Oréal Paris Revitalift Cilt Yenileme Etkili Temizleme Jeli,L'Oréal Paris,Cleansers,"Aqua, Coco-Betaine, Propylene Glycol, PEG-120 Methyl Glucose Dioleate, Sorbitol, Glycerin, Glycolic Acid, Triethanolamine, Sodium Laureth Sulfate, Sodium Chloride, Disteareth-100 IPDI, Aloe Barbadensis Leaf Juice, Steareth-100, Disodium EDTA, Capryloyl Salicylic Acid, Citric Acid, Menthol, Tocopherol, Potassium Sorbate, Sodium Benzoate, Salicylic Acid, Linalool, Limonene, Citronellol, Benzyl Alcohol, Parfum",150 ml
4049639411609,M.Asam Aqua Intense Hyaluron Yüz Temizleme Jeli,M.Asam,Cleansers,"Aqua, Glycerin, Cocamidopropyl Betaine, Disodium Cocoyl Glutamate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Chloride, Hydrogenated Jojoba Oil, Methylpropanediol, Panthenol, Sodium Hyaluronate, Niacinamide, Ethylhexylglycerin, Sodium Hydroxide, Isopropyl Alcohol, Disodium EDTA",200 ml
5900525078698,Hada Labo Tokyo Arındırıcı Yüz Temizleme Jeli,Hada Labo Tokyo,Cleansers,"Aqua, Glycerin, Sodium Cocoyl Glycinate, Butylene Glycol, Hydroxypropyl Starch Phosphate, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Decyl Glucoside, Citric Acid, Sodium Taurine Cocoyl Methyltaurate, Sodium Stearoyl Glutamate, Glyceryl Stearate, Sodium Acetylated Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Lauroyl Glutamate, Polyquaternium-7, Stearic Acid, Sodium Chloride, Hydroxypropyl Methylcellulose, Disodium EDTA, Sodium Benzoate, Phenoxyethanol",150 ml
4040943023243,Janssen Cosmetics Günlük Derin Yağlı Cilt Temizleyici,Janssen Cosmetics,Cleansers,"Aqua, Butylene Glycol, Polyglyceryl-4 Caprate, 1,2-Hexanediol, Decyl Glucoside, Xanthan Gum, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Hydroxyacetophenone, Tetrasodium Glutamate Diacetate, Parfum, CI 19140, CI 15985",200 ml
4040943003528,Janssen Cosmetics Karma Ciltler Toz Temizleyici,Janssen Cosmetics,Cleansers,"Hydrolyzed Corn Starch, Sodium Cocoyl Glycinate, Talc, Xanthan Gum, CI 77891, Silica, Parfum, Limonene, Linalool, Citral, Eugenol",100 g
4049639412903,M.Asam Vinolift Temizleme Kremi,M.Asam,Cleansers,"Aqua, Cetearyl Glucoside, Cetearyl Alcohol, Pentylene Glycol, Ceteareth-20, Coco-Glucoside, Glycerin, Hydrogenated Jojoba Oil, Myristyl Alcohol, Sodium Stearoyl Glutamate, Xanthan Gum, Glyceryl Oleate, Hydrogenated Palm Glycerides Citrate, Tocopherol, Citric Acid, Parfum",200 ml
0850010792163,Niacinamide Cleansing Gelée 3%,Naturium,"Cleansers, Facial wash",,
4005800192883,Eucerin DermoPure Cleansing Gel,Eucerin,"Cleansers, Acne treatments, Cosmetics, Face care, Facial cleansers","Aqua, Sodium Cocoamphoacetate, Propylene Glycol, Sodium Laureth Sulfate, Sodium Chloride, Citric Acid, Sodium Benzoate, Salicylic Acid.",400 ml
0772618075007,Gentle Skim Cleanser,Cetaphil,Cleansers,"AQUA, GLYCERIN, CETEARYL ALCOHOL, SODIUM BENZOATE, SODIUM COCOYL ISETHIONATE, XANTHAN GUM, PANTHENOL, CITRIC ACID, NIACINAMIDE, PANTOLACTONE. FIL 1747.",16.9 fl oz
0302990532364,Gentle Exfoliating SA Cleanser,Cetaphil,Cleansers,"WATER, GLYCERIN, COCAMIDOPROPYL BETAINE, COCO-GLUCOSIDE, GLUCONOLACTONE, BETAINE, PEG-120 METHYL GLUCOSE DIOLEATE, SODIUM COCOAMPHOACETATE, GLYCERETH-26, SALICYLIC ACID, SODIUM CHLORIDE, PANTHENOL, NIACINAMIDE, MANDELIC ACID, SODIUM CITRATE, SODIUM HYDROXIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, PHENOXYETHANOL, CITRIC ACID, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, PANTOLACTONE",16 fl oz
0192828706636,Micellar Cleansing Water,Garnier,"Cleansing waters, Make up and skincare",,
3380810392081,Eau Micellaire,,Micellar water,,
3337872411083,Effaclar Purifying Foaming Gel Cleanser for Oily Skin,Alani,Cleansers,"Aqua / Water / Eau, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Sodium Chloride, Cocamidopropyl Betaine, Punicagranatum Extract, Citric Acid, Sodium Benzoate, Tetrasodium EDTA, Phenoxyethanol, Ethylhexylglycerin, Parfum / Fragrance (Code F.I.L. N° 00082429)",200ml
8906065541378,cleanser,moisoft,Cleansers,"Purified Water, Glycerine, Propanediol, Sodium Lauroyl Sarcosinate, Aloevera Extract, Cetyl Alcohol, Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Phenoxy Ethanol, Sodium Lactate & Sodium Gluconate, Ceto Stearyl Alcohol, Citric Acid.",125g
7322540809213,DemakUp Original,DemakUp,"Cleansers, fr:coton",,x105
3337875597333,CeraVe Hydraterende Reinigingscrème,CeraVe,"Cleansing milks, nl:Beauty, nl:Gezichtsreiniging, nl:Skincare","Aqua, Glycerin, Cetearyl Alcohol, PEG-40 Stearate, Stearyl Alcohol, Potassium Phosphate, Ceramide NP, Ceramide AP, Ceramide EOP, Carbomer, Glyceryl Stearate, Behentrimonium Methosulfate, Sodium Lauroyl Lactylate, Sodium Hyaluronate, Cholesterol, Phenoxyethanol, Disodium EDTA, Dipotassium Phosphate, Tocopherol, Phytosphingosine, Xanthan Gum, Cetyl Alcohol, Polysorbate 20, Ethylhexylglycerin",473ml - Normale tot droge huid
8021983812475,Acqua micellare aloe vera,OMIA,Micellar water,,400 ml
8809440684410,Pure Korean Burun Maskesi,Pure Korean,"Face masks, Nose strips, Cosmetics, Face care, Skin care",,
8682773091960,The Purest Solutions Karma ve Kuru Cilt Temizleme Jeli 200 ml,The Purest Solutions,"Cleansers, Cleansing gels, Cosmetics, Face care, Facial cleansers, Skin care","Aqua, Disodium Laureth Sulfosuccinate, Cocamidopropyl Betaine, Lauryl Glucoside, Sodium C14-16 Olefin Sulfonate, Sodium Cocoyl Isethionate, Phenethyl Alcohol, 1,2-Hexanediol, PEG-7 Glyceryl Cocoate, Ceramide 3, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Pentylene Glycol, Ethylhexylglycerin, Alpha-Glucan Oligosaccharide, Sodium PCA, Panthenol, PEG/PPG-120/10 Trimethylolpropane Trioleate, Laureth-2, Hydrolyzed Corn Starch, Beta Vulgaris Root Extract, Sodium Lactate, Arginine, Aspartic Acid, PCA, Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Disodium EDTA, Copper Gluconate, Citric Acid",200 ml
8697853217857,Dr. Ea Salis Gözenek Sıkılaştırıcı Sabun 70 gr,Dr. EA,"Soaps, Cleansers, Body care, Cosmetics, Face care, Skin care","Sodium Palmate, Sodium Palm Kernelate, Aqua, Mandelic Acid, Niacinamide, Parfum, Glycerin, Lauryl Glucoside, Sodium Chloride, Propylene Glycol, Cocos Nucifera (Coconut) Oil, Allantoin, Sesamum Indicum (Sesame) Seed Oil, Cucumis Sativus (Cucumber) Extract, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Disodium Etidronate, Disodium EDTA",70 gr
4005900836151,Nivea Siyah Nokta Temizleyici ve Gözenek Arındırıcı Burun T-Bant 1 Kutu,Nivea,"Nose strips, Cosmetics, Face care, Face cleansing products, Pore strips, Skin care","Polyquaternium-37, Silica, Aqua, Glycerin, Polysilicone-13, PEG-12 Dimethicone, Titanium Dioxide, Sodium Citrate, Methylparaben, Citral, Limonene, Geraniol, Linalool, Parfum",
3133200091633,Demak'Up Expert reinigingsdoekjes,Demak'Up,Cleansers,,23 stuks
0302990530162,Gentle Exfoliating SA Cleanser,Cetaphil,Cleansers,,
4005900485120,Eau Micellaire APAISANTE,Nivea,"Micellar water, Non-food-products, Open-beauty-facts",,400ml
3522930001430,Eau micellaire démaquillante,Caudalie,Micellar water,,1
3574660717884,Eau micellaire démaquillante apaisante,Sensi biafine,Micellar water,,400ml
3331300091229,L'eau micellaire,Barbara Gould,Micellar water,,250 ml
3468080108325,Eau nettoyante micellaire,Corine de Farme,Micellar water,,1000 ml
3517360012262,JONZAC EAU MICELLAIRE ANTI AGE,Léa Nature,Micellar water,,
3522933031427,eau micellaire,caudalie,Micellar water,,50 ml
3264680005589,Eau démaquillante micellaire,Nuxe,Micellar water,,400 ml
3264680011290,Eau micellaire démaquillante anti-pollution,Biographie Nuxe,Micellar water,,200 ml
3282770030099,eau micellaire hydratante,ducray,Micellar water,,400 ml
3250392149611,Eau micellaire,Intermarché,Micellar water,,
3600523361267,eau micellaire age perfect,L'Oréal,Micellar water,,400 ml
7627534169572,Eau micellaire,Well beauty,Micellar water,,400ml
3468080405240,Eau Micellaire Pureté,,Micellar water,,500 ml
3560071277000,Eau nettoyante micellaire,"Carrefour, Carrefour Baby","Micellar water, fr:Bébé",,750 ml
8429725600715,Eau micellaire,Poca Bana,"Micellar water, Cosmetic products, fr:Soin",,500ml
3178041339810,Eau micellaire bio,N.A.E,Micellar water,,500 ml
3401572288297,Sébum H2O eau micellaire nettoyante purifiante,Bioderma,Micellar water,,250 ml
8684252200429,Bee Beauty Crystal Peeling Ped 5'li,Bee Beauty,"Cleansers, Cosmetics, Exfoliating pads, Face care, Face exfoliators, Peeling pads, Skin care",,
3600541744554,Mizellen,"Garnier, Garnier SkinActive",Cleansing waters,"2050519 10 - AQUA/WATER, CYCLOPENTASILOXANE, ISOHEXADECANE, POTASSIUM PHOSPHATE SODIUM CHLORIDE, HEXYLENE GLYCOL, DIPOTASSIUM PHOSPHATE, DISODIUM EDTA, DECYL GLUCOSIDE POLYAMINOPROPYL BIGUANIDE, ARGANIA SPINOSA KERNEL OIL LIMONENE, LINALOOL, ETHYLHEXYL SALICYLATE BUTYL METHOXYDIBENZOYLMETHANE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE GERANIOL, HAEMATOCOCCUS PLUVIALIS EXTRACT, CAPRYLIC/CAPRIC TRIGLYCERIDE, CI 60725/VIOLET 2, TOCOPHEROL, PARFUM/FRAGRANCE (F.I.L. Z289832/1)",400 ml
20864774,Micellar water fresh,Cien,Micellar water,,250ml
3401575645851,Solution micellaire nettoyante-purifiante,Bioderma,Micellar water,"Water, PEG-6 Caprylic/Capric Glycerides, Sodium Citrate, Zinc Gluconate, Copper Sulfate, Citric Acid, Disodium EDTA, Cetrimonium Bromide, Parfum",500 ml
0681131199995,Maximum Strength Cleansing Pads,Equate,Cleansers,"alcohol 40-B, sodium lauryl sultate 1o, citric acid, disodium EDTA, ance, menthol, PEG-8, propylene glycol, purified water, salicylic acid 2%",
3504105035808,No rinse Cleansing Water,Mustela,Cleansing waters,"AQUA/WATER/EAU, GLYCERIN, SODIUM BENZOATE, PEG-40 HYDROGENATED CASTOR OIL, 1,2-HEXANEDIOL, ALLANTOIN, CAPRYLYL GLYCOL, PARFUM (FRAGRANCE), TARTARIC ACID, SODIUM HYDROXIDE, ALOE BARBADENSIS LEAF JUICE POWDER, PERSEA GRATISSIMA (AVOCADO) FRUIT EXTRACT, PROPYLENE GLYCOL, SAPONARIA OFFICINALIS LEAF/ROOT EXTRACT",300 ml
3600541729476,Micellar Cleansing Water,Garnier,Cleansing waters,"AQUA / WATER, HEXYLENE GLYCOL, GLYCERIN, POLOXAMER 184, DISODIUM COCOAMPHODIACETATE, DISODIUM EDTA, MYRTRIMONIUM BROMIDE.",125ml
3337875722827,Effaclar,La roche-posay,"Cleansers, Acné","WATER, DENATURED ALCOHOL, PROPANEDIOL, GLYCOLIC ACID, NIACINAMIDE, DIMETHYL ISOSORBIDE, PENTYLENE GLYCOL, SALICYLIC ACID, SODIUM HYDROXIDE, PEG-60 HYDROGENATED CASTOR OIL, HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID, CITRIC ACID, PEG-30 GLYCERYL COCOATE, CAPRYLOYL SALICYLIC ACID, BIOSACCHARIDE GUM-1, MALTODEXTRIN, PHYTIC ACID, POLYQUATERNIUM-10, PERFUME.",30ml
3574660149807,Clean & Clear Blackhead Clearing Daily Scrub,Clean & Clear,"Cleansers, Face scrubs, Blackhead removers, Cosmetics, Exfoliators, Face care, Face cleansers, Skin care","Aqua, Cetyl Alcohol, PPG-15 Stearyl Ether, Cellulose, Glycerin, Polysorbate 60, Salicylic Acid, Steareth-21, Cera Microcristallina, Menthyl Lactate, Potassium Cetyl Phosphate, Xanthan Gum, Disodium EDTA, BHT, Parfum, CI 77510",150 ml
8680512633532,Bioxcin Hydra Yüz Yıkama Jeli,Bioxcin,"Cleansers, Cleansing gels, Cosmetics, Facial cleansers, Skin care",,500 ml
8710447474426,Simple Daily Skin Detox Clear Pore Scrub,Simple,"Cleansers, Face scrubs, Cosmetics, Facial cleansers, Skin care","Aqua, Hamamelis Virginiana Leaf Water, Cocamidopropyl Betaine, Glycerin, Bambusa Arundinacea Stem Extract, Sodium Laureth Sulfate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, PEG-7 Glyceryl Cocoate, Phenoxyethanol, Sodium Chloride, Zinc PCA, Sodium Hydroxide, Panthenol, Benzophenone-4, Sodium Benzoate, Hydroxypropyl Cyclodextrin, Citric Acid, Niacinamide, Thymus Vulgaris Flower/Leaf Extract, Xanthan Gum.",150mL
8684149131676,The Ceel Seramid Etkili Yüz Temizleme Jeli,The Ceel,"Cleansers, Cleansing gels, Cosmetics, Facial cleansers, Skin care",,200 ml
4005900289056,NIVEA Yatıştırıcı Yüz Temizleme Köpüğü,NIVEA,"Cleansers, Cosmetics, Facial cleansers, Foaming cleansers, Skin care","Aqua, Sorbitol, Glycerin, Decyl Glucoside, Disodium Cocoyl Glutamate, Argania Spinosa Kernel Oil, Sodium Hyaluronate, Cellulose Gum, Citric Acid, Sodium Benzoate, Propylene Glycol, Parfum.",150 ml
8684252207343,Bee Beauty Micellar Temizleme Suyu,Bee Beauty,"Micellar water, Cosmetics, Face care, Skin care","Aqua, Propylene Glycol, Glycerin, Poloxamer 184, Phenoxyethanol, Disodium Laureth Sulfosuccinate, Caprylyl Glycol, Disodium EDTA, Citric Acid, Rosa Damascena Flower Water, Calendula Officinalis Flower Extract, BHT, Pentylene Glycol, Fructose, Urea, Sodium Hydroxide, Maltose, Sodium PCA, Sodium Chloride, Sodium Lactate, Trehalose, Allantoin, Potassium Sorbate, Sodium Hyaluronate, Glucose",100 ml
3574661450933,Neutrogena Hydro Boost Üç Etkili Micellar Water,Neutrogena,"Micellar water, Cosmetics, Face care, Skin care","Aqua, PEG-6 Caprylic/Capric Glycerides, Polysorbate 20, Butylene Glycol, PEG-8, Sodium Hyaluronate, Poloxamer 407, Disodium EDTA, Citric Acid, BHT, Sodium Benzoate, Parfum",400 ml
8699931333008,Hindistan Cevizi Yağı,,"Body oils, Cleansers, Hair care, Body care, Cosmetics, Hair oils, Multipurpose oils, Skin care",,
8682397031960,Maruderm Pirinç Özlü Aydınlatıcı Yüz Temizleme Jeli,Maruderm,"Cleansers, Brightening cleansers, Cleansing gels, Cosmetics, Face care, Face cleansers, Skin care","Aqua (Water), Oryza Sativa (Rice) Seed Water, Cocamidopropyl Betaine, Lauryl Glucoside, Sodium Lauryl Glucose Carboxylate, Propylene Glycol, Cocamide MIPA, Oryza Sativa (Rice) Extract, Glycerin, Camellia Sinensis Leaf Extract, Panthenol, Aloe Barbadensis Leaf Juice, Coco-Glucoside, Sorbitol, Sodium PCA, Sodium Lactate, Arginine, Aspartic Acid, PCA, Glycine, Alanine, Serine, Valine, Proline, Threonine, Isoleucine, Histidine, Phenylalanine, Citric Acid, Sodium Benzoate, C12-15 Alkyl Benzoate, Potassium Sorbate, Sodium Hydroxide, Tetrasodium EDTA",200 ml
8682773091250,The Purest Solutions 0.6% Azelaic Acid + 0.6% Malic Acid Fruit Enzyme Powder Exfoliator & Peeling,The Purest Solutions,"Cleansers, Face scrubs, Cosmetics, Enzyme powder cleansers, Exfoliators, Face care, Peelings, Skin care","Zea Mays (Corn) Starch, Sodium Cocoyl Isethionate, Beetroot Red, Vaccinium Myrtillus Fruit Extract, Cellulose Acetate, Sodium Lauroyl Glutamate, Sodium Palmitate, Diglycerin, Allantoin, Malic Acid, Azelaic Acid, Maltodextrin, Papain",55 g
8684576001023,TTO Clinic Yüz Temizleme Jeli,TTO Clinic,"Cleansers, Cleansing gels, Cosmetics, Face care, Face cleansers, Skin care","Aqua, Glycerin, Propylene Glycol, PEG-120 Methyl Glucose Dioleate, Cocamidopropyl Betaine, Aloe Barbadensis Extract, Tocopherol, Polysorbate 20, Retinol, Niacinamide, Hypericum Perforatum Oil, Hippophae Rhamnoides Oil, Sodium Hyaluronate, Anthemis Nobilis Flower Extract, Hydrolyzed Glycosaminoglycans, Centella Asiatica Extract, Melaleuca Alternifolia Leaf Oil, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hyaluronic Acid, Polyquaternium-7, Disodium EDTA, Salicylic Acid, Azelaic Acid, Ethylhexylglycerin, Phenoxyethanol",200 ml
7350104248536,Celenes By Sweden Yoğun Nemlendirici Cloudberry Yüz Yıkama Jeli Kuru ve Hassas Ciltler,Celenes By Sweden,"Cleansers, Cleansing gels, Cosmetics, Face care, Face cleansers, Foaming cleansers, Skin care","Aqua, Sodium Lauroyl Methyl Isethionate, Sodium Cocoamphoacetate, Glycerin, Coco-Glucoside, Glyceryl Oleate, Steareth-100/PEG-136/HDI Copolymer, Propanediol, Phenethyl Alcohol, Undecyl Alcohol, Tocopherol, Anhydroxylitol, Xylitol, Hexylene Glycol, Capryloyl Glycine, Xylitylglucoside, Magnesium Aspartate, Zinc Gluconate, Copper Gluconate, Rubus Chamaemorus Fruit Extract, Cucumis Sativus Fruit Extract, Chamomilla Recutita Flower Extract, Camellia Sinensis Leaf Extract, Citric Acid, Tetrasodium Glutamate Diacetate",250 ml
8683130052129,Dove Nemlendirici Sıvı Sabun Caring,Dove,"Cleansers, Liquid soaps, Cosmetics, Hand care, Hand washes, Moisturising hand washes","Aqua, Sodium Laureth Sulfate, Glycerin, Cocamidopropyl Betaine, Sodium Chloride, Acrylates Copolymer, Sodium Benzoate, Parfum, Styrene/Acrylates Copolymer, Citric Acid, Isopropyl Palmitate, Stearic Acid, Palmitic Acid, Sodium Lauryl Sulfate, Myristic Acid, Hexyl Cinnamal, Limonene, Linalool",450 ml
8683675682201,Licape Çay Ağacı Özlü Yüz Temizleme Jeli 400 ml,Licape,"Cleansers, Cleansing gels, Cosmetics, Face care, Face cleansers, Skin care","Aqua, Disodium PEG-5 Laurylcitrate Sulfosuccinate, Capryl/Capramidopropyl Betaine, Cocamidopropyl Betaine, Lauryl Glucoside, Glycerin, Sodium Cocoamphoacetate, Salicylic Acid, Polysorbate-20, PEG-7 Glyceryl Cocoate, Chamomilla Recutita Flower Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Sodium Hydroxide",400 ml
8683649153164,Vully 24K Altın Parçacıklı Arındırıcı Nemlendirici Gözenek Sıkılaştırıcı Yüz Temizleme Jeli 200 ml,Vully,"Cleansers, Cleansing gels, Face care, Face cleansers, Facial cleansers, Skin care","Aqua, Coco-Glucoside, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Caprylic/Capric Triglyceride, Triticum Vulgare Germ Oil, Prunus Armeniaca Kernel Oil, Hyaluronic Acid, Aloe Barbadensis Leaf Extract, Glycolic Acid, Ascorbic Acid, Salicylic Acid, Triethanolamine, Mannitol, Microcrystalline Cellulose, Calcium Sodium Borosilicate, Iron Oxides, Titanium Dioxide, Silica, Tin Oxide, Gold, Hydroxypropyl Methylcellulose, Copper Powder, Phenoxyethanol, Caprylyl Glycol, Decylene Glycol.",200 ml
5901887042211,Ziaja Manuka Tree Purifying Cleansing Gel - Yüz Temizleme Jeli,Ziaja,"Cleansers, Cleansing gels, Face care, Facial cleansers, Skin care","Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Coco-Glucoside, Zinc Coceth Sulfate, Glycerin, Panthenol, Allantoin, Lactobionic Acid, Propylene Glycol, Leptospermum Scoparium Leaf Extract, Sodium Chloride, PEG-7 Glyceryl Cocoate, Sodium Benzoate, Parfum, Benzyl Salicylate, Hexyl Cinnamal, Limonene, Linalool, Citric Acid.",200 ml
4894819702707,Collagen By Watsons Hydro Balance Temizleme Köpüğü,Collagen By Watsons,"Cleansers, Cleansing foams, Face care, Facial cleansers, Skin care","Aqua, Sodium Methyl Cocoyl Taurate, Acrylates Copolymer, Propanediol, Potassium Cocoyl Glycinate, Glycerin, Potassium Cocoate, Decyl Glucoside, CI 77891, Cocamidopropyl Betaine, Parfum, Caprylyl Glycol, Sodium Chloride, Ethylhexylglycerin, Disodium EDTA, Polyquaternium-7, Sodium Benzoate, 1,2-Hexanediol, Panthenol, Squalane, Butylene Glycol, Sr-Hydrozoan Polypeptide-1, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Hydrolyzed Sodium Hyaluronate, Citric Acid, Collagen Extract, Potassium Hyaluronate, Sodium Citrate, Sodium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Potassium Sorbate.",
4894532991501,Collagen By Watsons Moisturising Temizleyici,Collagen By Watsons,"Cleansers, Face care, Facial cleansers, Skin care","Aqua, Propylene Glycol, Quaternium-60, Glycerin, Carbomer, Dipropylene Glycol, 1,2-Hexanediol, PEG-60 Hydrogenated Castor Oil, Ethylhexylglycerin, Parfum, Collagen Extract, Snail Secretion Filtrate, Disodium EDTA, Maltodextrin, Butylene Glycol, Sodium Citrate, Citric Acid, sr-Hydrozoan Polypeptide-1, Cyanocobalamin.",100 g
